symbol,name
002106,莱宝高科
002107,沃华医药
002111,威海广泰
002112,三变科技
002114,罗平锌电
002115,三维通信
002117,东港股份
002119,康强电子
002120,韵达股份
002121,科陆电子
002123,梦网科技
002125,湘潭电化
002128,电投能源
002129,TCL中环
002130,沃尔核材
002131,利欧股份
002134,天津普林
002135,东南网架
002136,安 纳 达
002137,实益达
002138,顺络电子
002139,拓邦股份
002140,东华科技
002142,宁波银行
002144,宏达高科
002145,钛能化学
002148,北纬科技
002150,正泰电源
002152,广电运通
002153,石基信息
002155,湖南黄金
002158,汉钟精机
002160,常铝股份
002161,远 望 谷
002162,悦心健康
002163,海南发展
002164,宁波东力
002165,红 宝 丽
002166,莱茵生物
002167,东方锆业
002169,智光电气
002170,芭田股份
002171,楚江新材
002173,创新医疗
002174,游族网络
002176,江特电机
002177,御银股份
002178,延华智能
002179,中航光电
002180,纳思达
002181,粤 传 媒
002182,宝武镁业
002183,怡 亚 通
002184,海得控制
002185,华天科技
002186,全 聚 德
002187,广百股份
002188,中天服务
002189,中光学
002190,成飞集成
002194,武汉凡谷
002195,岩山科技
002196,方正电机
002197,证通电子
002198,嘉应制药
002201,九鼎新材
002202,金风科技
002203,海亮股份
002204,大连重工
002206,海 利 得
002207,准油股份
002208,合肥城建
002209,达 意 隆
002212,天融信
002213,大为股份
002215,诺 普 信
002216,三全食品
002218,拓日新能
002221,东华能源
002223,鱼跃医疗
002225,濮耐股份
002226,江南化工
002229,鸿博股份
002232,启明信息
002233,塔牌集团
002235,安妮股份
002236,大华股份
002237,恒邦股份
002238,天威视讯
002240,盛新锂能
002241,歌尔股份
002242,九阳股份
002243,力合科创
002244,滨江集团
002245,蔚蓝锂芯
002246,北化股份
002248,华东数控
002249,大洋电机
002250,联化科技
002251,步步高
002252,上海莱士
002254,泰和新材
002255,海陆重工
002258,利尔化学
002259,升达林业
002261,拓维信息
002262,恩华药业
002264,新 华 都
002265,建设工业
002268,电科网安
002270,华明装备
002271,东方雨虹
002272,川润股份
002273,水晶光电
002274,华昌化工
002276,万马股份
002277,友阿股份
002278,神开股份
002279,久其软件
002283,天润工业
002284,亚太股份
002286,保龄宝
002291,遥望科技
002292,奥飞娱乐
002295,精艺股份
002296,辉煌科技
002297,博云新材
002298,中电鑫龙
002299,圣农发展
002300,太阳电缆
002301,齐心集团
002307,北新路桥
002312,川发龙蟒
002316,亚联发展
002317,众生药业
002318,久立特材
002319,乐通股份
002320,海峡股份
002324,普利特
002326,永太科技
002328,新朋股份
002330,得利斯
002331,皖通科技
002332,仙琚制药
002334,英威腾
002337,赛象科技
002339,积成电子
002340,格林美
002342,巨力索具
002343,慈文传媒
002344,海宁皮城
002345,潮宏基
002346,柘中股份
002347,泰尔股份
002348,高乐股份
002349,精华制药
002350,北京科锐
002351,漫步者
002352,顺丰控股
002354,天娱数科
002355,兴民智通
002357,富临运业
002358,森源电气
002361,神剑股份
002362,汉王科技
002363,隆基机械
002364,中恒电气
002365,永安药业
002366,融发核电
002368,太极股份
002369,卓翼科技
002370,亚太药业
002372,伟星新材
002373,千方科技
002376,新北洋
002378,章源钨业
002379,宏桥控股
002380,科远智慧
002383,合众思壮
002386,天原股份
002387,维信诺
002388,新亚制程
002389,航天彩虹
002392,北京利尔
002394,联发股份
002395,双象股份
002396,星网锐捷
002398,垒知集团
002400,省广集团
002401,中远海科
002402,和而泰
002405,四维图新
002406,远东传动
002407,多氟多
002408,齐翔腾达
002410,广联达
002413,雷科防务
002414,高德红外
002415,海康威视
002416,爱施德
002419,天虹股份
002420,毅昌科技
002422,科伦药业
002423,中粮资本
002427,尤夫股份
002428,云南锗业
002429,兆驰股份
002430,杭氧股份
002434,万里扬
002436,兴森科技
002438,江苏神通
002439,启明星辰
002440,闰土股份
002441,众业达
002443,金洲管道
002444,巨星科技
002446,盛路通信
002448,中原内配
002449,国星光电
002451,摩恩电气
002452,长高电新
002453,华软科技
002454,松芝股份
002455,百川股份
002456,欧菲光
002457,青龙管业
002458,益生股份
002459,晶澳科技
002462,嘉事堂
002465,海格通信
002467,二六三
002468,申通快递
002469,三维化学
002471,中超控股
002474,榕基软件
002476,宝莫股份
002478,常宝股份
002483,润邦股份
002484,江海股份
002488,金固股份
002490,山东墨龙
002491,通鼎互联
002492,恒基达鑫
002493,荣盛石化
002497,雅化集团
002498,汉缆股份
002500,山西证券
002507,涪陵榨菜
002508,老板电器
002510,天汽模
002511,中顺洁柔
002512,达华智能
002513,蓝丰生化
002514,宝馨科技
002515,金字火腿
002516,旷达科技
002517,恺英网络
002519,银河电子
002520,日发精机
002522,浙江众成
002527,新时达
002530,金财互联
002531,天顺风能
002532,天山铝业
002533,金杯电工
002534,西子洁能
002536,飞龙股份
002537,海联金汇
002538,司尔特
002539,云图控股
002540,亚太科技
002541,鸿路钢构
002544,普天科技
002545,东方铁塔
002546,新联电子
002548,金新农
002549,凯美特气
002550,千红制药
002552,宝鼎科技
002553,南方精工
002555,三七互娱
002556,辉隆股份
002557,洽洽食品
002559,亚威股份
002560,通达股份
002561,徐家汇
002562,兄弟科技
002563,森马服饰
002564,天沃科技
002565,顺灏股份
002568,百润股份
002570,贝因美
002571,德力股份
002572,索菲亚
002574,明牌珠宝
002575,群兴玩具
002579,中京电子
002580,圣阳股份
002582,好想你
002583,海能达
002584,西陇科学
002585,双星新材
002587,奥拓电子
002588,史丹利
002590,万安科技
002591,恒大高新
002593,日上集团
002597,金禾实业
002598,山东章鼓
002599,盛通股份
002600,领益智造
002601,龙佰集团
002602,世纪华通
002603,以岭药业
002605,姚记科技
002606,大连电瓷
002608,江苏国信
002609,捷顺科技
002611,东方精工
002612,朗姿股份
002614,奥佳华
002615,哈尔斯
002617,露笑科技
002623,亚玛顿
002624,完美世界
002626,金达威
002627,三峡旅游
002629,仁智股份
002631,德尔未来
002632,道明光学
002634,棒杰股份
002635,安洁科技
002636,金安国纪
002637,赞宇科技
002639,雪人集团
002642,荣联科技
002643,万润股份
002644,佛慈制药
002645,华宏科技
002646,天佑德酒
002648,卫星化学
002649,博彦科技
002651,利君股份
002654,万润科技
002655,共达电声
002657,中科金财
002658,雪迪龙
002659,凯文教育
002664,信质集团
002666,德联集团
002667,威领股份
002668,TCL智家
002669,康达新材
002670,国盛证券
002671,龙泉股份
002673,西部证券
002674,兴业科技
002675,东诚药业
002676,顺威股份
002677,浙江美大
002678,珠江钢琴
002679,福建金森
002681,奋达科技
002682,龙洲股份
002685,华东重机
002688,金河生物
002690,美亚光电
002691,冀凯股份
002692,远程股份
002697,红旗连锁
002698,博实股份
002701,奥瑞金
002702,海欣食品
002703,浙江世宝
002705,新宝股份
002706,良信股份
002707,众信旅游
002708,光洋股份
002709,天赐材料
002712,思美传媒
002715,登云股份
002716,湖南白银
002723,小崧股份
002724,海洋王
002725,跃岭股份
002727,一心堂
002728,特一药业
002729,好利科技
002730,电光科技
002731,萃华珠宝
002733,雄韬股份
002734,利民股份
002735,王子新材
002736,国信证券
002739,万达电影
002741,光华科技
002745,木林森
002746,仙坛股份
002747,埃斯顿
002748,世龙实业
002752,昇兴股份
002755,奥赛康
002757,南兴股份
002758,浙农股份
002760,凤形股份
002761,浙江建投
002765,蓝黛科技
002766,索菱股份
002767,先锋电子
002769,普路通
002771,真视通
002772,众兴菌业
002773,康弘药业
002774,快意电梯
002777,久远银海
002780,三夫户外
002782,可立克
002783,凯龙股份
002787,华源控股
002788,鹭燕医药
002791,坚朗五金
002795,永和智控
002797,第一创业
002799,环球印务
002800,天顺股份
002801,微光股份
002803,吉宏股份
002805,丰元股份
002806,华锋股份
002809,红墙股份
002810,山东赫达
002811,郑中设计
002813,路畅科技
002815,崇达技术
002819,东方中科
002820,桂发祥
002823,凯中精密
002824,和胜股份
002826,易明医药
002827,高争民爆
002828,贝肯能源
002829,星网宇达
002830,名雕股份
002831,裕同科技
002832,比音勒芬
002833,弘亚数控
002836,新宏泽
002838,道恩股份
002840,华统股份
002841,视源股份
002842,翔鹭钨业
002843,泰嘉股份
002845,同兴达
002846,英联股份
002849,威星智能
002853,皮阿诺
002856,美芝股份
002857,三晖电气
002858,力盛体育
002859,洁美科技
002860,星帅尔
002861,瀛通通讯
002862,实丰文化
002863,今飞凯达
002864,盘龙药业
002866,传艺科技
002867,周大生
002869,金溢科技
002870,香山股份
002876,三利谱
002877,智能自控
002878,元隆雅图
002879,长缆科技
002880,卫光生物
002882,金龙羽
002885,京泉华
002886,沃特股份
002892,科力尔
002893,京能热力
002895,川恒股份
002899,英派斯
002902,铭普光磁
002903,宇环数控
002905,金逸影视
002906,华阳集团
002908,德生科技
002909,集泰股份
002910,庄园牧场
002911,佛燃能源
002912,中新赛克
002913,奥士康
002915,中欣氟材
002917,金奥博
002918,蒙娜丽莎
002919,名臣健康
002921,联诚精密
002923,润都股份
002925,盈趣科技
002926,华西证券
002927,泰永长征
002928,华夏航空
002930,宏川智慧
002933,新兴装备
002935,天奥电子
002937,兴瑞科技
002939,长城证券
002940,昂利康
002941,新疆交建
002945,华林证券
002946,新乳业
002948,青岛银行
002950,奥美医疗
002952,亚世光电
002953,日丰股份
002957,科瑞技术
002960,青鸟消防
002961,瑞达期货
002965,祥鑫科技
002966,苏州银行
002967,广电计量
002969,嘉美包装
002971,和远气体
002977,天箭科技
002978,安宁股份
002979,雷赛智能
002983,芯瑞达
002984,森麒麟
002987,京北方
002988,豪美新材
002989,中天精装
002990,盛视科技
002995,天地在线
002996,顺博合金
002997,瑞鹄模具
002998,优彩资源
003002,壶化股份
003005,竞业达
003006,百亚股份
003010,若羽臣
003015,日久光电
003018,金富科技
003019,宸展光电
003022,联泓新科
003026,中晶科技
003029,吉大正元
003035,南网能源
003037,三和管桩
003038,鑫铂股份
003039,顺控发展
003040,楚天龙
003042,中农联合
600000,浦发银行
600004,白云机场
600006,东风股份
600009,上海机场
600011,华能国际
600015,华夏银行
600018,上港集团
600019,宝钢股份
600021,上海电力
600025,华能水电
600026,中远海能
600028,中国石化
600029,南方航空
600030,中信证券
600031,三一重工
600036,招商银行
600037,歌华有线
600038,中直股份
600039,四川路桥
600048,保利发展
600053,九鼎投资
600054,黄山旅游
600055,万东医疗
600056,中国医药
600057,厦门象屿
600058,五矿发展
600059,古越龙山
600060,海信视像
600061,国投资本
600062,华润双鹤
600063,皖维高新
600064,南京高科
600066,宇通客车
600071,凤凰光学
600072,中船科技
600073,光明肉业
600075,新疆天业
600078,澄星股份
600084,中信尼雅
600085,同仁堂
600088,中视传媒
600089,特变电工
600095,湘财股份
600096,云天化
600097,开创国际
600098,广州发展
600100,同方股份
600101,明星电力
600104,上汽集团
600105,永鼎股份
600106,重庆路桥
600109,国金证券
600110,诺德股份
600114,东睦股份
600115,中国东航
600116,三峡水利
600120,浙江东方
600123,兰花科创
600125,铁龙物流
600126,杭钢股份
600127,金健米业
600129,太极集团
600131,国网信通
600133,东湖高新
600135,乐凯胶片
600138,中青旅
600141,兴发集团
600143,金发科技
600150,中国船舶
600151,航天机电
600152,维科技术
600153,建发股份
600155,华创云信
600158,中体产业
600160,巨化股份
600161,天坛生物
600163,中闽能源
600167,联美控股
600171,上海贝岭
600172,黄河旋风
600173,卧龙新能
600176,中国巨石
600177,雅戈尔
600178,东安动力
600184,光电股份
600185,珠免集团
600186,莲花控股
600188,兖矿能源
600189,泉阳泉
600191,华资实业
600192,长城电工
600195,中牧股份
600196,复星医药
600197,伊力特
600198,大唐电信
600199,金种子酒
600201,生物股份
600203,福日电子
600206,有研新材
600210,紫江企业
600212,绿能慧充
600215,派斯林
600216,浙江医药
600218,全柴动力
600219,南山铝业
600222,太龙药业
600226,亨通股份
600230,沧州大化
600232,金鹰股份
600233,圆通速递
600236,桂冠电力
600237,铜峰电子
600246,万通发展
600250,南京商旅
600251,冠农股份
600256,广汇能源
600257,大湖股份
600258,首旅酒店
600262,北方股份
600266,城建发展
600267,海正药业
600268,国电南自
600271,航天信息
600273,嘉化能源
600278,东方创业
600281,华阳新材
600282,南钢股份
600284,浦东建设
600285,羚锐制药
600288,大恒科技
600292,电投水电
600295,鄂尔多斯
600302,标准股份
600305,恒顺醋业
600312,平高电气
600313,农发种业
600315,上海家化
600318,新力金融
600320,振华重工
600323,瀚蓝环境
600326,西藏天路
600328,中盐化工
600330,天通股份
600331,宏达股份
600332,白云山
600333,长春燃气
600335,国机汽车
600336,澳柯玛
600338,西藏珠峰
600343,航天动力
600345,长江通信
600346,恒力石化
600348,华阳股份
600352,浙江龙盛
600353,旭光电子
600354,敦煌种业
600359,新农开发
600366,宁波韵升
600367,红星发展
600371,万向德农
600372,中航机载
600373,中文传媒
600375,汉马科技
600376,首开股份
600377,宁沪高速
600378,昊华科技
600380,健康元
600382,广东明珠
600388,龙净环保
600389,江山股份
600390,五矿资本
600392,盛和资源
600395,盘江股份
600397,江钨装备
600398,海澜之家
600399,抚顺特钢
600403,大有能源
600406,国电南瑞
600409,三友化工
600410,华胜天成
600415,小商品城
600416,湘电股份
600420,国药现代
600422,昆药集团
600426,华鲁恒升
600428,中远海特
600429,三元股份
600435,北方导航
600438,通威股份
600446,金证股份
600452,涪陵电力
600456,宝钛股份
600458,时代新材
600459,贵研铂业
600460,士兰微
600461,洪城环境
600468,百利电气
600469,风神股份
600470,六国化工
600475,华光环能
600478,科力远
600480,凌云股份
600481,双良节能
600482,中国动力
600483,福能股份
600487,亨通光电
600489,中金黄金
600490,鹏欣资源
600497,驰宏锌锗
600498,烽火通信
600499,科达制造
600501,航天晨光
600505,西昌电力
600506,统一股份
600507,方大特钢
600508,上海能源
600509,天富能源
600510,黑牡丹
600511,国药股份
600513,联环药业
600516,方大炭素
600517,国网英大
600520,三佳科技
600521,华海药业
600522,中天科技
600523,贵航股份
600528,中铁工业
600529,山东药玻
600531,豫光金铅
600535,天士力
600538,国发股份
600546,山煤国际
600550,保变电气
600552,凯盛科技
600556,天下秀
600557,康缘药业
600558,大西洋
600559,老白干酒
600562,国睿科技
600566,济川药业
600570,恒生电子
600571,信雅达
600573,惠泉啤酒
600576,祥源文旅
600577,精达股份
600578,京能电力
600579,中化装备
600582,天地科技
600583,海油工程
600585,海螺水泥
600586,金晶科技
600587,新华医疗
600588,用友网络
600589,大位科技
600590,泰豪科技
600592,龙溪股份
600593,大连圣亚
600595,中孚实业
600596,新安股份
600598,北大荒
600601,方正科技
600602,云赛智联
600604,市北高新
600610,中毅达
600611,大众交通
600618,氯碱化工
600619,海立股份
600621,华鑫股份
600623,华谊集团
600628,新世界
600629,华建集团
600630,龙头股份
600633,浙数文化
600635,大众公用
600637,东方明珠
600638,新黄浦
600640,国脉文化
600641,先导基电
600642,申能股份
600644,乐山电力
600645,中源协和
600649,城投控股
600650,锦江在线
600651,飞乐音响
600655,豫园股份
600658,电子城
600662,外服控股
600663,陆家嘴
600667,太极实业
600671,天目药业
600673,东阳光
600674,川投能源
600676,交运股份
600678,四川金顶
600682,南京新百
600683,京投发展
600684,珠江股份
600685,中船防务
600686,金龙汽车
600690,海尔智家
600693,东百集团
600694,大商股份
600697,欧亚集团
600698,湖南天雁
600699,均胜电子
600703,三安光电
600704,物产中大
600706,曲江文旅
600707,彩虹股份
600710,苏美达
600711,盛屯矿业
600713,南京医药
600714,金瑞矿业
600718,东软集团
600721,百花医药
600722,金牛化工
600724,宁波富达
600727,鲁北化工
600728,佳都科技
600729,重庆百货
600730,中国高科
600732,爱旭股份
600733,北汽蓝谷
600736,苏州高新
600737,中粮糖业
600738,丽尚国潮
600739,辽宁成大
600741,华域汽车
600744,华银电力
600745,闻泰科技
600748,上实发展
600749,西藏旅游
600750,华润江中
600754,锦江酒店
600755,厦门国贸
600756,浪潮软件
600757,长江传媒
600759,洲际油气
600761,安徽合力
600764,中国海防
600765,中航重机
600768,宁波富邦
600769,祥龙电业
600770,综艺股份
600771,广誉远
600773,西藏城投
600774,汉商集团
600775,南京熊猫
600776,东方通信
600778,友好集团
600783,鲁信创投
600784,鲁银投资
600785,新华百货
600787,中储股份
600789,鲁抗医药
600791,京能置业
600797,浙大网新
600801,华新建材
600802,福建水泥
600803,新奥股份
600805,悦达投资
600810,神马股份
600812,华北制药
600814,杭州解百
600819,耀皮玻璃
600820,隧道股份
600821,金开新能
600822,上海物贸
600825,新华传媒
600826,兰生股份
600827,百联股份
600828,茂业商业
600829,人民同泰
600835,上海机电
600838,上海九百
600839,四川长虹
600841,动力新科
600843,上工申贝
600845,宝信软件
600848,上海临港
600850,电科数字
600851,海欣股份
600855,航天长峰
600858,银座股份
600859,王府井
600860,京城股份
600862,中航高科
600864,哈投股份
600865,百大集团
600866,星湖科技
600867,通化东宝
600869,远东股份
600872,中炬高新
600873,梅花生物
600875,东方电气
600877,电科芯片
600879,航天电子
600880,博瑞传播
600882,妙可蓝多
600884,杉杉股份
600885,宏发股份
600886,国投电力
600887,伊利股份
600888,新疆众和
600889,南京化纤
600897,厦门空港
600900,长江电力
600901,江苏金租
600903,贵州燃气
600906,财达证券
600909,华安证券
600916,中国黄金
600918,中泰证券
600919,江苏银行
600926,杭州银行
600927,永安期货
600929,雪天盐业
600930,华电新能
600933,爱柯迪
600938,中国海油
600955,维远股份
600958,东方证券
600960,渤海汽车
600961,株冶集团
600962,国投中鲁
600963,岳阳林纸
600965,福成股份
600966,博汇纸业
600967,内蒙一机
600969,郴电国际
600970,中材国际
600971,恒源煤电
600973,宝胜股份
600975,新五丰
600977,中国电影
600980,北矿科技
600983,惠而浦
600985,淮北矿业
600986,浙文互联
600987,航民股份
600988,赤峰黄金
600989,宝丰能源
600990,四创电子
600992,贵绳股份
600993,马应龙
600995,南网储能
600996,贵广网络
600997,开滦股份
600998,九州通
600999,招商证券
601001,晋控煤业
601002,晋亿实业
601003,柳钢股份
601006,大秦铁路
601007,金陵饭店
601008,连云港
601009,南京银行
601012,隆基绿能
601015,陕西黑猫
601019,山东出版
601020,华钰矿业
601022,宁波远洋
601026,道生天合
601038,一拖股份
601058,赛轮轮胎
601059,信达证券
601061,中信金属
601066,中信建投
601068,中铝国际
601069,西部黄金
601077,渝农商行
601086,国芳集团
601089,福元医药
601096,宏盛华源
601098,中南传媒
601101,昊华能源
601106,中国一重
601108,财通证券
601111,中国国航
601112,C振石
601116,三江购物
601117,中国化学
601118,海南橡胶
601121,宝地矿业
601126,四方股份
601128,常熟银行
601133,柏诚股份
601136,首创证券
601137,博威合金
601139,深圳燃气
601155,新城控股
601156,东航物流
601163,三角轮胎
601166,兴业银行
601168,西部矿业
601169,北京银行
601177,杭齿前进
601179,中国西电
601186,中国铁建
601187,厦门银行
601198,东兴证券
601200,上海环境
601208,东材科技
601211,国泰海通
601212,白银有色
601216,君正集团
601218,吉鑫科技
601222,林洋能源
601225,陕西煤业
601226,华电科工
601229,上海银行
601231,环旭电子
601233,桐昆股份
601236,红塔证券
601238,广汽集团
601288,农业银行
601298,青岛港
601311,骆驼股份
601319,中国人保
601328,交通银行
601339,百隆东方
601360,三六零
601366,利群股份
601369,陕鼓动力
601377,兴业证券
601390,中国中铁
601398,工商银行
601399,国机重装
601456,国联民生
601519,大智慧
601528,瑞丰银行
601555,东吴证券
601566,九牧王
601567,三星医疗
601577,长沙银行
601579,会稽山
601595,上海电影
601598,中国外运
601600,中国铝业
601607,上海医药
601608,中信重工
601609,金田股份
601611,中国核建
601615,明阳智能
601616,广电电气
601619,嘉泽新能
601633,长城汽车
601636,旗滨集团
601658,邮储银行
601665,齐鲁银行
601666,平煤股份
601668,中国建筑
601669,中国电建
601677,明泰铝业
601678,滨化股份
601688,华泰证券
601696,中银证券
601698,中国卫通
601699,潞安环能
601700,风范股份
601702,华峰铝业
601717,中创智领
601727,上海电气
601728,中国电信
601766,中国中车
601777,千里科技
601788,光大证券
601789,宁波建工
601800,中国交建
601801,皖新传媒
601808,中海油服
601811,新华文轩
601825,沪农商行
601838,成都银行
601857,中国石油
601858,中国科传
601865,福莱特
601872,招商轮船
601877,正泰电器
601878,浙商证券
601881,中国银河
601890,亚星锚链
601898,中煤能源
601899,紫金矿业
601900,南方传媒
601901,方正证券
601918,新集能源
601919,中远海控
601921,浙版传媒
601928,凤凰传媒
601939,建设银行
601949,中国出版
601952,苏垦农发
601958,金钼股份
601963,重庆银行
601965,中国汽研
601966,玲珑轮胎
601968,宝钢包装
601969,海南矿业
601985,中国核电
601988,中国银行
601990,南京证券
601995,中金公司
601997,贵阳银行
601998,中信银行
603000,人民网
603001,奥康国际
603002,宏昌电子
603005,晶方科技
603008,喜临门
603010,万盛股份
603011,合锻智能
603012,创力集团
603013,亚普股份
603015,弘讯科技
603017,中衡设计
603018,华设集团
603023,威帝股份
603025,大豪科技
603027,千禾味业
603028,赛福天
603032,德新科技
603033,三维股份
603035,常熟汽饰
603036,如通股份
603037,凯众股份
603038,华立股份
603042,华脉科技
603045,福达合金
603050,科林电气
603051,鹿山新材
603056,德邦股份
603057,紫燕食品
603058,永吉股份
603063,禾望电气
603067,振华股份
603068,博通集成
603069,海汽集团
603078,江化微
603079,圣达生物
603080,新疆火炬
603081,大丰实业
603085,天成自控
603086,先达股份
603088,宁波精达
603089,正裕工业
603093,南华期货
603095,越剑智能
603097,江苏华辰
603098,森特股份
603100,川仪股份
603101,汇嘉时代
603103,横店影视
603105,芯能科技
603106,恒银科技
603108,润达医疗
603109,神驰机电
603110,东方材料
603112,华翔股份
603113,金能科技
603115,海星股份
603118,共进股份
603121,华培动力
603122,合富中国
603123,翠微股份
603125,常青科技
603126,中材节能
